"Title","Content","Rating","Date","Author","Country","ReviewsCount"
"La bague est très lègère et confortable","Date de l'expérience: 01 juin 2024","4","2024-06-10T17:32:14.000Z","Sanders","FR","1.0"
"Dépassant mes attentes","Content de mon achat jusqu'ici. Pas eu à faire au support pour le moment donc bonne nouvelle.","4","2024-06-07T04:09:41.000Z","Hayes","FR","1.0"
"Remboursement sans fin !!!","J'attends encore et toujours mon remboursement depuis le mois de MARS alors qu'il devait être effectué ""sous 15 jours"" !!

Numéro de commande : 1925536132

08/03/2024 : demande PayPal (procédure circular)
19/03/2024 : message de relance #1, réponse du service client « remboursement prévu la 17e semaine de 2024 »
14/04/2024 : message de relance#2, réponse du service client « remboursement en cours, prévu pour la semaine du 22 avril 2024 »
26/04/2024 : message de relance #3, réponse du service client « remboursement sera effectué dans les 15 jours ouvrables »
14/05/2024 : message de relance #4, réponse du service client « remboursement d’ici la fin du mois »
28/05/2024 : Nouvel demande PayPal parce que je découvre que la premiere a été annulé !
28/05/2024 : message de relance #5, réponse du service client « Your case has been escalated to our financial team for urgent attention. We are actively working to resolve this issue as quickly as possible and will provide you with an update as soon as we have more information. »
02/06/2024 : message de relance #6, réponse du service client « Je constate que votre remboursement est en cours de traitement et j'ai repris contact avec le service concerné afin de m'assurer que cela se fasse dans les meilleurs délais. »

J'envoie des rappels paypal et toujours rien ! Cela fait 3 mois que je patiente et quand je fais un Nième message de relance, on me répond «  nous tâchons de compléter les remboursement ce mois, nous vous invitons juste à patienter un peu »

De qui se moque t-on ? On parle d'une somme conséquente et je me fais balader sans cesse depuis des mois.

J'attends que vous trouviez une solution sans délai pour effectuer ce remboursement. Merci.","1","2024-06-05T22:18:39.000Z","Elise","FR","2.0"
"Bon produit","Très bien.......","5","2024-06-05T03:36:56.000Z","Pena","FR","1.0"
"de quoi améliorer l'expérience Circular","La bague reste peu confortable, la batterie ne tient pas plus de 2 jours, c'est bien plus court qu'annoncé. Les données ne sont pas facile à comprendre un meilleur guide serait très utile. Après quelques jours d'utilisation des marques sont visibles sur la bague.","3","2024-06-03T18:30:25.000Z","Alnima","IT","3.0"
"Surface de la bague se raye facilement","Surface de la bague se raye facilement. Malgré ça, c'est un bon choix pour ceux qui cherchent à suivre leux santé de manière discrète. Honnêtement, I'app est plupart des autre, par example celle de fitbit est bien infériure en terme de quantité de données!","5","2024-05-29T09:32:34.000Z","Baldwin","FR","1.0"
"J'ai acheté le Circular Ring Slim en…","J'ai acheté le Circular Ring Slim en mars 2024, et je I'ai recue à peu près 2 mois aprés ( un peu long ) mais je suis globalement satisfait.","4","2024-05-26T18:29:36.000Z","Coldiron","DK","1.0"
"Un excellent choix pour ceux qui…","Un excellent choix pour ceux qui cherchent à suivre leur santé de maniere discréte et efficace.","4","2024-05-24T21:51:29.000Z","Cullin","FR","1.0"
"Remboursement impossible ?","J'ai commandé ma bague le 28/11/22, on me promettait un envoi au bout de 2 ou 3 mois. L'envoi a eu lieu 6 mois plus tard. Manque de chance, j'ai changé d'adresse entre temps. J'ai donc signalé auprès de Circular, qui prend bien en compte l'information et annule l'envoi et m'assure d'envoyer à la nouvelle adresse.
Silence radio pendant 6 nouveaux mois, je préfère donc demander l'annulation de ma commande. Ma demande est bien prise en compte, et on me promet de me rembourser plusieurs mois plus tard en me proposant une date ""ferme et fixe"" à laquelle Circular s'engage.
Cette fameuse date arrive, aucun remboursement. Je relance deux semaines plus tard, laissant un temps à l'entreprise, au cas où certains problèmes subsistent, toujours pas de remboursement mais un message d'excuse.
Je relance alors une dernière fois, le 18 mai 2024, cette fois en mettant en demeure l'entreprise de me rembourser avec un délai d'une semaine, mais rien non plus...
Résultat, j'attends toujours le remboursement. J'ai remarqué qu'en passant par TrustPilot, certains mécontents ont eu résultat de cause, alors je tente ici : veuillez me rembourser !","1","2024-05-24T18:10:17.000Z","Sebastien P","FR","1.0"
"A noter que j'ai eu un retard de…","A noter que j'ai eu un retard de livraison de un mois; sinon top et made in France. Je sais a quel point ca peut ca peut etre complique pour avoir travaille la dedans.. on soutient!!","5","2024-05-17T19:01:45.000Z","Casas Lantz","FR","1.0"
"service client à l'écoute","le service client a été à l'écoute et a su me faire une offre très intéressante","5","2024-05-17T16:29:16.000Z","Yann","US","3.0"
"Moins que pas sérieux, suite","Pour faire suite à mon ""avis moins que pas sérieux"" puisqu'il semble qu'il n'y ait que par Trustpilot qu'il soit possible d'avoir un contact, je suis au regret de vous dire que c'est Mon mail du 18/04 qui pour le moment est sans réponse de la part de circular. Le message automatique envoyé par l'IA n'attendant aucune réponse.","1","2024-05-16T21:19:48.000Z","Pat","FR","7.0"
"","Je fais partie des contributeurs de la première heure, ceux qui ont cru en votre vision, qui ont investi non seulement de l’argent, mais de la confiance. En retour, nous avons eu droit à quo... Voir plus","1","2025-07-30T21:50:32.000Z","","",""
"","J’aime le fait qu’il n’y ait pas besoin d’abonnement. La bague et l’application fonctionnent parfaitement ensemble, et j’obtiens toutes les informations dont j’ai besoin sans frais supplémentaires.","5","2025-06-18T02:55:40.000Z","","",""
"","Bague qui a fonctionner 2 ou 3jours. Service client contacté dans la foulée Garantie #S-92183. Aucune réactivité. Apres 8mois d'échange, ils me demandent de renvoyer la bague pour remboursement.... Voir plus","1","2025-05-14T12:00:38.000Z","","",""
"","Une version slim qui fait clairement la différence, fiable et discrète. Niveau software : les phases de sommeil ne sont pas toujours bien détectées (surtout pour l'éveil). En attente d'une synch... Voir plus","4","2024-03-27T15:42:19.000Z","","",""
"Bon produit mais manque de finition","La bague est très bien, elle est très fine
Les fonctionnalités sont très importantes
L’assistant personnel est un vrai plus
Le faite que l’application ne soit pas payante, par rapport aux concurrents, est également un point important
Elle est Waterproof
Seul, les délais de livraison qui sont très long, sont un bémol à cet achat dont je suis très content.

MAJ du 24/06/2024 : la bague rencontre de très gros souci de connexion bluetooth et reste inaccessible pendant 1 à 2j. Même si le service client est rapide à répondre le problème n'est toujours pas résolu et je commence a perdre patience. Qui plus est l'autonomie est trop juste, 1 à 2j maxi.
Je passe a une autre marque, un concurrent, certes un peu plus cher mais plus fonctionnel.","2","2024-06-24T09:32:02.000Z","Vincent","FR","7.0"
"je n'ai tjs pas reçu ma bague circular","je n'ai tjs pas reçu ma bague circular, commandée il y a plus d'un mois","4","2024-05-16T13:05:45.000Z","Nicolas Rousseau","BE","3.0"
"La période d’étalonnage est supérieur à…","La période d’étalonnage est supérieur à 14jrs comme indiqué initialement et on doit lancé manuellement le conseil. Je doute également des résultats de mon sommeil profond 5% en moyenne et moins que mon Apple Watch, donc bof pas vraiment convaincu","3","2024-05-14T18:58:02.000Z","Planetbleue","FR","4.0"
"J'ai acheté la bague slim","J'ai acheté la bague slim, au moment de l'achat il était indiqué un délais de 15jours, j'ai reçue la bague plus de trois mois après puis au bout de meme pas 2 mois elle ne fonctionne plus du tout et cela fait plus d'un mois que j'essaie d'avoir le support technique pour résoudre le problème et bien a chaque fois il faut attendre 2H minimum pour avoir une réponse banal qui nous dit faire ceci ou cela comme indiqué dans la doc je que j'avais déjà fait et dit bref a ce jour j'attends le contact du support qui ne répond toujours pas, j'imagine qu'ils sont débordé car je doute etre la seule avec une bague qui ne fonctionne pas!!!

Suite à la réponse : cela fait 1 mois que j'ai donné toute les infos, on m'a meme fait installer une app supplémentaire sur mon téléphone. je laisse juste ici un avis et je suis surprise de voir à la vitesse a laquelle vous répondez alors que cela fait 3h que j'ai rerererere envoyé un message sur le chat bot de votre site et que je n'ai pas encore de réponse!!","1","2024-05-14T12:57:46.000Z","Caroline Moireaux","FR","2.0"
"Très bon produit Durable","Date de l'expérience: 08 mai 2024","5","2024-05-14T12:17:58.000Z","Javier","FR","1.0"
"bien","Reçu deux mois après achat. Fonctionne très bien","4","2024-05-12T12:55:08.000Z","Noémie","FR","1.0"
"bien","je recommande, je I'utilise quasi tous les jours","5","2024-05-10T21:17:40.000Z","Lee Moon","FR","1.0"
"Appel téléphonique commerciale","Je n’ai pas acheter de produit, mais je trouve moyen d’appeler les “clients” qui ont mis une bague dans leur panier sans avoir effectuer le paiement (appel avec un 07) juste pour savoir le pourquoi du comment.","1","2024-05-08T12:28:58.000Z","Lost","FR","4.0"
"Avis très negatif :Service client inexistant et la bague…","Service client inexistant et la bague slim ne fonctionne plus au bout de 20 jours.
Je déconseille vivement cette achat.
J’ai essayé de la remplacer. Le service client me repond que le service technique va étudier ma demande. Cela fait deux mois.","1","2024-05-08T12:08:50.000Z","Yann Nadjar","FR","1.0"
"Je porte facilement la bague","Je porte facilement la bague, meme pour le style haha. Bravo les mecs, achetè bien après votre passage a qvema,j'ai achete la dernière version que recomment par conte","5","2024-05-06T20:41:37.000Z","Steven","FR","1.0"
"Enfin un concurrent Français","Enfin un concurrent Français, je soutiens !!","5","2024-05-03T23:17:09.000Z","Karan Patel","GB","1.0"
"bien","Elle gagnerait à etre plus precise sur I'activite physique mais sinon top","4","2024-05-02T12:04:20.000Z","Hollis","FR","2.0"
"Le pire achat de ma vie","J'ai acheté la Circular Ring Slim pour deux raisons principales : le suivi du sommeil et le fait que ce soit une boite française.
C'est tout simplement la pire expérience d'objets high tech que j'ai eu jusqu'à présent. Déjà, les délais de livraison sont monstrueux et dès la réception, j'ai été déçue car la bague a des aspérités et défauts de fabrication. C'est moche pour un objet qui est censé être porté comme un bijou. On voit même des traces de colle au niveau du capteur, je me demande comment ça peut fonctionner correctement avec ces traces d'ailleurs...
Ensuite, après seulement 3 jours elle ne fonctionnait déjà plus (elle ne vibrait plus et ne voulait plus se connecter à l'app). J'ai contacté le service client et là surprise on me répond en anglais... Super, je choisis une boite française et le service client ne réponds pas dans ma langue. Heureusement que je parle anglais. Les échanges ont été interminables à vouloir me faire faire des manipulations qui ne fonctionnaient pas (je sais lire une FAQ...) Pour finalement me dire que le problème est plus technique et sera remonté plus haut. En parallèle, j'ai laissé la bague se décharger complètement et j'ai supprimé mon compte et recréé un nouveau et là par magie, ça a refonctionné.
Sauf qu'en réalité les données remontées par la bague sont totalement fausses. ça ne correspond pas du tout à ce que mon Apple Watch remonte et pour le sommeil, raison principale de l'achat, c'est n'importe quoi. Je fais des insomnies et je me réveille souvent au milieu de la nuit pendant plusieurs heures. La bague, elle, me dit que je dormais à ce moment là.
Je suis extrêmement déçue, moi qui voulait donner une chance à une marque Française, j'aurais mieux fait de prendre une Oura Ring.
Ayant la bague depuis moins de 2 semaines, je vais demander un remboursement mais au vu des différents commentaires, je n'y crois pas trop. C'est vraiment honteux.","1","2024-05-01T08:19:32.000Z","Umai Ellie","FR","4.0"
"Un concentre de technologie au doigt…","Un concentre de technologie au doigt L'appli est top aussi.","5","2024-04-29T00:02:59.000Z","Terry Coen","FR","2.0"
"Je recommande","Date de l'expérience: 20 avril 2024","4","2024-04-27T23:56:15.000Z","Jayne Fortimer","GB","2.0"
"J'ai pris la Circular Ring Slim.Design…","J'ai pris la Circular Ring Slim.Design sympa, suivi sante fait le boulot.","5","2024-04-26T18:46:42.000Z","Hawkin","FR","1.0"
"La bague ne fonctionne pas et aucune réaction constructive de votre part !…","La bague fonctionne partiellement pendant quelques jours et ensuite plus vous faites de nouvelles versions du software et moins elle marche jusqu'à ne plus fonctionner du tout. Je vous ai écrit 15 fois et chaque fois vous me demandez de faire des choses qui n'ont aucun effet. Si la bague n'est pas à remettre en question alors c'est le software et dans un tel cas rien ne marche. Personne est capable de me dire ce qui ne marche pas et le temps passe sans une réaction professionnelle. .. Et votre garantie à quoi sert-elle???","1","2024-04-17T14:11:04.000Z","Jean-marc Curchod","DE","1.0"
"Dommage","Je viens de lire les différents avis et je vois que les problèmes remontées sont toujours plus ou moins les mêmes que ceux que je rencontre. Je suis déçue par ce produit c'est vrai. Je l'ai eu début 2024, le 13 éme jour de calibrage impossible de la synchroniser. Elle ne vibrait plus. Bref, 5 jours pour qu'elle soit de nouveau operationnelle , avec des données complétement farfelues du coup (Néanmoins pendant ce laps de temps le service client à toujours répondu, je n'ai rien à reprocher de ce côté là). moins de trois semaines après re-belote. Et depuis eh bien c'est tous les jours la surprise : parfois elle ne synchronise aucune données, les horaires de sommeil sont effectivemment souvent fausses, donc inutiles. Les graphiques ne sont pas vraiment parlant J'aime bien par contre la fonction reveil avec la vibration. A noter aussi qu'en mode performance il faut la recharger tous les jours. La mienne est déjà considérablement rayée (et je bosses derrière un écran).
J'ai choisi cette bague parce que française, mais je pense que le produit n'est pas abouti... au final je pense que je ne l'utiliserais plus très longtemps, c'est finalement devenu une contraire et une source de frustration supplementaire dans ma vie. Dommage","2","2024-04-16T11:44:17.000Z","LE GAL CARINE","CH","20.0"
"Bague satisfaisante","Bague satisfaisante. Je suis impressionnée par le nombre de fonctionnalités que cette bague nous offre. Le reveil par vibration, les analyses de sommeil est les différents conseils de Kira sont très utiles.","5","2024-04-03T18:22:48.000Z","Zakié","FR","1.0"
"Vibrez de Bien-Être avec la Slim et Kira+","Avec la Slim, c'est tout simplement génial ! 💫 Vous savez ce qui m'a vraiment impressionné ? Sa fonction de vibration. Elle est parfaite pour me réveiller en douceur le matin, sans l'agression d'une alarme bruyante. Et quand je médite pour gérer mon stress, elle m'envoie de légères vibrations apaisantes qui m'aident à me concentrer et gérer ma respiration. C'est incroyable de voir à quel point une simple sensation peut transformer ma journée.

Et avec l'assistant Kira+ intégrée, Circular Ring Slime utilise des recommandations d'intelligence artificielle pour analyser mes métriques et me fournir des conseils personnalisés. Que ce soit pour améliorer mon sommeil, augmenter mon niveau d'activité ou réduire mon stress, les conseils de Kira+ sont toujours pertinents et adaptés à mes besoins spécifiques. C'est comme avoir un coach personnel à portée de main, qui me guide vers un mode de vie plus sain et équilibré. Avec la Circular Slim et Kira+, je me sens vraiment connecté à ma santé d'une manière nouvelle et innovante. C'est bien plus qu'une simple bague, c'est une véritable source de bien-être au quotidien. 🔔💖","5","2024-04-02T11:52:21.000Z","Teddy F.","FR","1.0"
"","Je fais partie des contributeurs de la première heure, ceux qui ont cru en votre vision, qui ont investi non seulement de l’argent, mais de la confiance. En retour, nous avons eu droit à quo... Voir plus","1","2025-07-30T21:50:32.000Z","","",""
"","J’aime le fait qu’il n’y ait pas besoin d’abonnement. La bague et l’application fonctionnent parfaitement ensemble, et j’obtiens toutes les informations dont j’ai besoin sans frais supplémentaires.","5","2025-06-18T02:55:40.000Z","","",""
"","Bague qui a fonctionner 2 ou 3jours. Service client contacté dans la foulée Garantie #S-92183. Aucune réactivité. Apres 8mois d'échange, ils me demandent de renvoyer la bague pour remboursement.... Voir plus","1","2025-05-14T12:00:38.000Z","","",""
"","Une version slim qui fait clairement la différence, fiable et discrète. Niveau software : les phases de sommeil ne sont pas toujours bien détectées (surtout pour l'éveil). En attente d'une synch... Voir plus","4","2024-03-27T15:42:19.000Z","","",""
"Fuyez","J'attends le remboursement de ma bague défectueuse depuis février 2024... toujours des réponses standardisées (navré... désolé... je comprends... nous faisons le maximum... bug technique.... service financier...). On en reste à un non respect délibéré des engagements écrits.

Et parallèlement, depuis début mars, je demande délibérément les coordonnées du médiateur de la consommation dont dépend l'entreprise... ce renseignement pourtant obligatoire ne figure ni sur le site de Circular, ni sur les CGV, ni sur les bons de commande... et je n'ai toujours aucune réponse malgré les demandes répétées...
2ème violation délibérée des lois régissant le commerce électronique.","1","2024-04-02T12:17:52.000Z","Pascal JOUBERT","FR","1.0"
"Très satisfait de la bague","Très satisfait de la bague, je recommande pour un usage quotidien","5","2024-03-31T17:14:21.000Z","Carlos f","FR","1.0"
"Produit Révolutionnaire !","Date de l'expérience: 31 mars 2024","5","2024-03-31T12:36:50.000Z","Dune","FR","1.0"
"Circular ? À fuir","Utilisation circular slim depuis 3 mois environ.

- La bague se raye facilement (je n'ai pourtant pas un métier manuel) et comme elle n'est pas teintée dans la masse, c'est moche et très visible.
- Les soirées télé sont détectées comme du sommeil, et faussent complètement les résultats.
- Les données biométriques semblent souvent farfelues.
- L'infrastructure réseau est déplorable du côté de circular, avec des latences énormes et des pannes à répétitions avec perte de données.
- Quand la bague est quasi déchargée (<10%), elle passe en mode ""mort"" et c'est la croix et la bannière pour la réveiller : compter une journée de perdue et beaucoup d'efforts pour arriver à la réveiller.
- L'autonomie est < 48h en mode performance, mode obligatoire si l'on veut surveiller son sommeil, et la recharge prends plutôt 2h30 que les 45 minutes comme annoncées.
- Bien que l'application soit en français, tous les mails sont en anglais, ce qui peut gêner beaucoup de personnes. Pourquoi ne pas adapter la langue à chaque profil utilisateur ?

Je m'arrête là pour les griefs, je regrette d'avoir dépensé de l'argent pour ça, et réfléchis à passer à la concurrence..","1","2024-03-30T10:36:33.000Z","Pierre Mtlrd","FR","4.0"
"Décevant","18 mois entre le paiement et la livraison, application déficiente (scores calculés très épisodiquement), support me donnant des aides farfelues et inutiles depuis deux mois, le bilan de mon expérience est sérieusement décevant. Ça va peut être s'améliorer, mais pour l'instant j'ai juste une bague moche, inutile et chère.","1","2024-03-29T20:45:15.000Z","Pierre-Edouard Allary","FR","3.0"
"J’apprécie vraiment de porter cette bague","J’apprécie vraiment de porter cette bague au quotidien. Il y a parfois quelques petits bugs mais bien vite résolus.","4","2024-03-29T20:40:42.000Z","N. DUBREUIL","FR","13.0"
"Je viens de recevoir ma bague","Je viens de recevoir ma bague, c'est au top pour l'instant ! Hâte de voir l'arrivée de nouvelles fonctionnalités ✅","5","2024-03-28T23:44:30.000Z","Yassine","FR","1.0"
"Excellent et interactif","Excellent et interactif","5","2024-03-28T16:49:56.000Z","Paul","FR","1.0"
"Une bague unique en son genre !","Une bague unique en son genre !
La bague circular est unique et fonctionne bien, je suis mon sommeil et mes nuits grâce à elle et les conseils prodigués par Kira sont très intéressants !","5","2024-03-28T16:15:43.000Z","Alex","FR","1.0"
"A éviter","A éviter !
A la suite de ma commande qui a mis plus de 3 mois a arriver alors que le site indiqué en stock, j'ai reçu ma bague enfin, je la mets et la trouve un peu serré... Après 3 jours d'utilisation et 2 recharges (la tenue de la batterie est vraiment bien en dessous des valeurs indiquées sur le site) alors peut être du fait qu'elle soit obligatoirement en mode perf pendant 14 jours, je me rends compte qu'il y a un 10 a l'intérieur de la bague, alors que la boîte indiqué bien la taille commande soit la taille 11.
J'ai donc contacte le service client qui m'a répondu le message ci dessous :

Bonjour Benjamin,

Merci de nous avoir envoyé ces photos.

Je suis terriblement navré de cette erreur.

Si la taille de votre bague ne correspond pas, vous avez deux options.

Première option : Si la bague est vraiment neuve et sans rayures, nous pouvons la changer gratuitement, vous n'aurez qu'à payer les frais de retour et de nouvel envoi. Nous vous demanderons des photos de la bague et attendrons de les recevoir avant de vous envoyer une autre taille. Vous voulez faire comme ça ?

Deuxième option : si la bague est rayée et n'est pas neuve, nous pouvons vous accorder une remise importante pour en acheter une autre, et vous pouvez offrir votre ancienne bague à quelqu'un ou la recycler comme n'importe quel produit électronique.

N'hésitez pas à nous faire savoir quelle option vous convient le mieux.

------------

Honteux !!
Pour information oui la bague est fortement marquée, rayée même après seulement 3 jours d'une utilisation normale, et je suis informaticien et pas mécanicien !!

Sans réponse positive soit du remboursement soit d'un échange par la bonne taille gratuitement je porterai plainte par voix d'avocat (je n'hésiterai pas à payer un avocat pour ne pas me laisser faire par ces pratiques commerciales honteuse)

- REPONSE A VOTRE REPONSE :
SI VOUS NE VOUS ETIEZ PAS TROMPE DANS VOTRE EMBALLAGE ET DANS VOTRE ENVOI JE N'EN SERAI PAS LA
VOUS ETES DES VOLEURS

JE NE SUIS PAS RESPONSABLE DE VOS PROBLEMES D'ENVOI

Comment je suis censé savoir que votre emballage ne corresponds pas a votre produit

Je vais de suite porter plainte, je prefere payer 1500 Euros d'avocats plutot que de vous laisser gagner sur ce conflt","1","2024-03-28T10:47:09.000Z","Benjamin Ovtcharenko","FR","3.0"
"Bonjour,","Bonjour,
A part les problèmes récurrents concernant les remontées d’information de la bague à l’application, il serrait souhaitable de pouvoir modifier manuellement les heures du coucher. En effet, en cas d’inactivité du soir [devant une émission de tv] la bague passe en mode de sommeil, ce qui donne au matin de fausses informations de notre nuit.
Excellente fin d’après-midi.","2","2024-03-27T17:10:54.000Z","Berny","CH","1.0"
"Une version slim qui fait la différence.","Une version slim qui fait clairement la différence, fiable et discrète.

Niveau software : les phases de sommeil ne sont pas toujours bien détectées (surtout pour l'éveil).
En attente d'une synchronisation des données en background.

Produit en constante progression qui reste bien au-delà du niveau de ses concurrents.","4","2024-03-27T15:42:19.000Z","Carl","FR","1.0"
"Bague connectée utile au quotidien","Bague connectée très utile pour une utilisation quotidienne et notamment pour mes entrainements sportifs. Suivi fiable et de qualité. Discrète et esthétique.","5","2024-03-27T14:19:39.000Z","Client","FR","2.0"
"4j et puis ca marche plus, + sérieux de la société?","A FUIR!!! Mise à jour 14/05/2025: Bague renvoyée en Décembre dernier, après 1an de bataille avec le service client (mail...) à ce jour aucun retour, ni remboursement, malgrés mes relances.

Mise à jour du 7 juin 2024: ==> #S-92183
Echange de mail sur échange de mails... Et ""le service technique vérifie votre bague"", on ""revient vers vous des que c'est fait"", ""merci de faire cette manipulation"", merci de faire ceci, merci de faire cela
etc... etc...
CA FAIT plus de 2 MOIS !!! La bague a marché 4j !!!
remboursez moi !!
Prochain message, je poste ici tous les échanges mails avec votre service client qui me dit qu'il attend le retour de votre service technique! Vous ne pourrez ainsi pas nier, et les clients seront informés de votre maniere de faire.
Plus de 40 mails échangés avec votre service client. Qui n'a de cesse de ma dire que le service technique va bientôt répondre...
Il n'y a rien de compliqué: la bague a fonctionné 4j, vous me donnez un bon de retour, et vous me remboursez la totalité de la somme payée pour l'achat de cette bague.

Hello,
Même avis que tous les autres commentaires.
Bagues reçue il y a 4j, après des mois d'attente avec une date de livraison repoussée de mois en mois...
Je voulais absolument une bague connectée et Circular Ring Slim semblait la bague la plus aboutit. Et Circular une société fiable.
Quelle erreur ! Ring Slim HS 4j après l'avoir reçue.
Contact par mail service client hier, réponse d'une IA sans intérêt.
Je rempli le formulaire sur leur site, une cata, ca demande nom, prénom, commande, numéro du code bar sur la boite, je rempli le tout, valide et la j'ai des ""erreurs"" en gros il faut un ""@"" dans tous les champs ... Donc obligé de mettre mon mail dans le champs ""numéro de commande"", dans le champs ""nom/prénom"" et idem dans le champ SNU/QR code. Je ne sais meme pas si mon message est parvenue au service client.
Rien ne va sur leur site.
On peut voir ""bague étanche IPX8"" sur leur site (dans la FAQ), et IPX7 dans un mail reçu du 22mars.
Autre point, la bague est garantie 1an. Comment est ce possible puisque la garantie légale en France est de 2ans?
Adresse de la société dans les mails reçus: 34 avenue des Champs Elysées, 75008 Paris => on peut voir sur le site pappers.fr que cet établissement secondaire est fermé depuis le 03/11/2023 car déménagement, et que la société est maintenant au 78 AV DES CHAMPS ELYSEES
75008 PARIS 8 (à jour sur leur site).
Bref, on pourrait dire que c'est des détails, mais il y a une foultitude de détails de ce type, qui ne font absolument pas sérieux pour une société ""Francaise"" de cette taille...
J'espéré être totalement remboursé, de ma bague HS, qui n'a jamais vraiment fonctionnée (vibre quand elle le veut, ajout de prise de médicament dans l'appli, mais rien ne se sauvegarde, connexion bluetooth fonctionnant 1 coup sur 2, et j'en oubli surement.) mais au vu des expériences de chacun, j'ai des doutes.
Affaire à suivre! Je ne manquerai pas de mettre à jour mon commentaire en fonction de la réaction du service client. Je laisse donc mon numéro de commande ici.","1","2025-05-14T10:06:30.000Z","Yoyo","FR","1.0"
"Très satisfaite","Date de l'expérience: 08 mars 2024","5","2024-03-27T10:32:15.000Z","ANISSA","FR","2.0"
"Excellent","Je recommande les bagues circular à 100% !","5","2024-03-27T10:18:46.000Z","Dorian","FR","1.0"
"Super produit et rapport qualité prix, je recommande","Je laisse rarement des commentaires sur les produits que j'achète, mais pour le coup, je suis vraiment fan de ce produit ! Circular est tout simplement génial ! Non seulement il me permet de suivre la qualité de mon sommeil pour l'améliorer, mais il fait tellement plus que ça, d'autant plus que le côté discret le rend beaucoup plus pratique qu'une montre ou un bracelet ayant les mêmes fonctions par exemple, et que je trouve en général un peu encombrants. Je ne réalise même plus à quel point je l'utilise.","5","2024-03-27T02:00:13.000Z","Ruben","CA","2.0"
"Expérience très positive, merci Circular!","J’ai acheté cette bague afin de suivre mon bien être au quotidien. Ça fait un peu plus d’un mois que je la teste et pour l’instant je ne suis pas déçu!
D’une part je trouve la bague très fine, c’est un avantage de taille, je ne voulais pas sentir une montre constamment à mon poignet de jour comme de nuit et j’ai donc trouvé cette alternative qui est top. Circular possède une application très complète: il y a beaucoup de fonctionnalités comme pouvoir se faire réveiller doucement grace aux vibrations et améliorer son cycle de sommeil grâce à un suivi quotidien d’information spécifique que la bague fournit.
Je recommande vraiment pour ceux qui cherchent à améliorer leur bien être au quotidien.","5","2024-03-26T22:22:39.000Z","Theo","FR","1.0"
"Super bague","J’ai commandé cette bague , j’ai reçu a temp et je suis très satisfait , un des meilleurs achats que j’ai fait","5","2024-03-26T21:37:55.000Z","Tchammas","FR","1.0"
"C’est une bague qui est bien désignée…","C’est une bague qui est bien désignée mais aussi de haute technologie et très satisfaisante pour les mesures sommeil, cardiaques, spo2
J’adore le coaching sommeil
La vague est très légère et confortable.","5","2024-03-26T21:02:12.000Z","Max","CO","2.0"
"","Je fais partie des contributeurs de la première heure, ceux qui ont cru en votre vision, qui ont investi non seulement de l’argent, mais de la confiance. En retour, nous avons eu droit à quo... Voir plus","1","2025-07-30T21:50:32.000Z","","",""
"","J’aime le fait qu’il n’y ait pas besoin d’abonnement. La bague et l’application fonctionnent parfaitement ensemble, et j’obtiens toutes les informations dont j’ai besoin sans frais supplémentaires.","5","2025-06-18T02:55:40.000Z","","",""
"","Bague qui a fonctionner 2 ou 3jours. Service client contacté dans la foulée Garantie #S-92183. Aucune réactivité. Apres 8mois d'échange, ils me demandent de renvoyer la bague pour remboursement.... Voir plus","1","2025-05-14T12:00:38.000Z","","",""
"","Une version slim qui fait clairement la différence, fiable et discrète. Niveau software : les phases de sommeil ne sont pas toujours bien détectées (surtout pour l'éveil). En attente d'une synch... Voir plus","4","2024-03-27T15:42:19.000Z","","",""
"Bague très légère et esthétique","Bague très légère et esthétique. Etant sportive, il est important pour moi de suivre les données que l'application de Circular le propose. Je suis satisfaite du mon achat!","5","2024-03-26T20:31:07.000Z","Lucie","BR","1.0"
"Très satisfait de la bague","Très surpris par la bague que je n'imaginais pas etre aussi précise. Elle m'a fourni des informations détaillées sur mon activité et particulièrement au sport et dans mon sommeil. Les conseils de l'application m'ont permis d'améliorer mon sommeil et ma récupération. Plus jolie et aussi précise que ma montre connectée je ne m'en sépare plus.","5","2024-03-26T16:59:11.000Z","Nadjib","FR","1.0"
"Excellent produit !","Excellent produit ! Une bague pratique pour le monitoring santé/sport avec un design élégant et minimaliste !","5","2024-03-26T14:31:16.000Z","Zak","FR","2.0"
"Circular m’a beaucoup aidé","Circular m’a beaucoup aidé sur mes cycles du sommeil et énormément d’autres éléments liés comme mon énergie globale.","5","2024-03-26T13:26:58.000Z","Martin","FR","1.0"
"Le réveil par vibration","Le réveil par vibration. Une bague légère et pratique avec des fonctionnalités utiles. Je suis très satisfaite de l’avoir.","5","2024-03-25T22:36:16.000Z","Angèle","FR","1.0"
"très bon produit","Très satisfait de mon produit il correspond tout à fait à ce que j'attendais","5","2024-03-25T20:23:45.000Z","Lolo","FR","1.0"
"C'est pratique et cool","C'est pratique et cool, bonne bague et bon app ！","5","2024-03-25T19:26:14.000Z","Xueming","FR","1.0"
"Ça marche bien pour moi","Ça marche bien pour moi, j'utilise tous les jours même s'il y a des petits soucis d'application. Super ring.","4","2024-03-25T16:05:05.000Z","RAN LIU","FR","1.0"
"Acheté en 2023 fonctionne correctement…","Acheté en 2023 fonctionne correctement depuis plusieurs mois maintenant","5","2024-03-25T13:37:36.000Z","Mahamady Samoura","FR","1.0"
