Title,Content,Rating,Date,Author
Not really worth the money,"Ring battery life not as long as stated, period tracker is very off (might be due to my irregular cycle.) only thing this tracks accurately is sleep.",2,2024-10-03T17:41:07.000Z,
The only thing I can think of,"The only thing I can think of, is the fact that I was unaware that a new ring was coming out, I would have liked to have the opportunity to buy the newest ring!",5,2024-10-02T23:21:19.000Z,
Good customer service,Good customer service. Good product.,5,2024-10-02T17:34:17.000Z,
Pleased overall,I’m pleased overall but didn’t realize a new model of ring was coming out soon. Had I known I probably would have waited to get the latest one.,4,2024-10-02T17:12:56.000Z,
I have an Oura ring and Apple Watch and…,I have an Oura ring and Apple Watch and I found the Ringcon is not as accurate for sleep readings. They are off too much for my needs.,3,2024-10-01T22:28:29.000Z,
Never again!,"As Backer #304, I completed my payment instantly and filled out the Pledgebox on September 20, 2024. Despite fulfilling my obligations promptly, the shipment was only initiated on October 1, 2024—10 days later. The product was supposed to arrive by the end of September at the latest. However, it was only after I filed a complaint that the shipment was even started, which is completely unacceptable.

This level of delay and lack of proactive communication is highly unprofessional. I had high hopes for this project, but based on my experience, I cannot recommend doing business with this company.",1,2024-10-01T09:13:59.000Z,
Unclear and amateur communication,"Unclear and amateur communication, Can't handle a kickstarter project or the delivery of some thousand orders.",1,2024-09-26T15:46:02.000Z,
Five stars for the Ring and the Customer Srervice,"I purchased a Gen 1 ring from Marketplace approximately 8 months ago. I also own an Oura but I preferred my Ringconn. The app for Ringconn is more intuitive for me.

I was happy with my ringconn until the ring's battery life failed. I contacted Rinconn and they replaced the ring. My experience with customer service was fantastic. They asked questions and attempted to resolve the issue but ultimately replaced the ring once they determined that it had failed prematurely.

Five starts for Rigconn for their ring and their customer service.",5,2024-09-10T01:25:15.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
So far so good,So far so good. Nice app and the fit is amazing. Metrics are pretty cool as well. I haven’t compared them to my watch but set up was very easy.,5,2024-09-10T00:12:54.000Z,
Does great at night in bed but misses…,Does great at night in bed but misses another of data during the day,4,2024-08-25T14:03:55.000Z,
Great customer service! Solid product with a bright future.,"Missed a really good sale price for the ring on Amazon and explained that to customer service. They were happy to honor the discrepancy and refunded me the difference. Have been using my ring for a month now and am thrilled with the data it provides. The stress monitoring is invaluable, and the sleep monitoring is better than my Fitbit. There are some app synchronization features I wish they could add, but have submitted my requests and am sure they will do these as time goes on and the product matures.",5,2024-08-22T22:14:14.000Z,
The report that it making and the…,The report that it making and the battery life,5,2024-08-22T09:00:26.000Z,
Came on time and was correct size.,"Date of experience: June 30, 2024",5,2024-08-19T06:01:33.000Z,
I took a long time to get my ring…,"I took a long time to get my ring replaced, went over and over issue. Otherwise a good experience",5,2024-08-18T17:24:39.000Z,
I like this product,I like this product,4,2024-08-17T19:03:29.000Z,
After an initial communication mix up…,After an initial communication mix up everything went well.,5,2024-08-17T17:05:10.000Z,
Terrific customer support!,"Date of experience: June 27, 2024",5,2024-08-15T16:07:50.000Z,
I bought the ring to monitor my sleep,"I bought the ring to monitor my sleep.
It exceeded my expectations and has helped me understand how I sleep and to better my sleep hygiene.",5,2024-08-13T16:07:21.000Z,
Overall Pretty Good,"Overall, this device has some good features. I find the Activity category often underestimates activity; other times it's right on the mark. I'm fairly certain it's off because I still use another device. I was hoping only to use the Ring when I purchased it, though I think I'll still need a backup",3,2024-08-13T14:57:44.000Z,
easy to use,"easy to use
good app
battery life",5,2024-08-13T08:06:00.000Z,
Great ring!,"I love my RingConn! The tracking I am most interested in is sleep and activity. It is helpful to see not just how many hours you sleep but a breakdown into how much REM, light and deep sleep. I appreciate it includes oxygen levels as well since I have sleep apnea. Highly recommend.",5,2024-08-13T03:28:42.000Z,
Exellent support questions…,Super quick to answer support questions and also have the ability to suggest improvements. Great ring so far. Love it.,5,2024-08-12T04:47:23.000Z,
Super Gadget.,"Date of experience: June 30, 2024",5,2024-08-11T20:04:19.000Z,
You guys are very professional,You guys are very professional. I'm impressed.,5,2024-08-11T16:03:36.000Z,
Didn't like that there's no workout tracking…,"Didn't like that there's no workout tracking. I get that it's in Beta, but atleast there should be history, and should be able to sync workouts with Google Fit/Apple Fitness in addition to just sleep. If I have to still wear my smartwatch everytime I do any workout, it beats the purpose of getting this ring.",2,2024-08-10T16:07:36.000Z,
Perfect Ring and App,"The Ring and the App are really very good. The Analysis of sleep with lots of details is remarkable. The measurement of heartrate and blood oxygen is nearby to professionell medical tools. The ring fits perfect and is comfortable to wear. On top it looks cool stylish. The battery capacity is with nearly 7-8 days working time sufficiant and much longer than in other ring products. The customer service is also remarkable, so question were be answered within shortest time. It’s a good product.",5,2024-08-09T16:16:41.000Z,
I appreciate the customer service I…,"I appreciate the customer service I have received thus far. Every interaction has been seamless and makes me feel like they are always trying to look out in my best interest. This makes me look forward to the company's growth and product development in the future.

Happy/ satisfied customer.
A+++++",5,2024-08-08T19:37:59.000Z,
The ring performs as advertised,"The ring performs as advertised - the most important thing. Service is rapid and effective, next most important.",5,2024-08-08T17:27:30.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
I had been wearing a 51mm Garmin Tactix…,"I had been wearing a 51mm Garmin Tactix to sleep for tracking and it was a bulky annoyance. I bought the Ring to get the tracking without the large watch on my wrist.
The results have been very similar when I wear them both on hikes and to sleep, which is impressive.
My only disappointment is I bought this and 1 month later, the Ring 2 was announced and it has much better battery life. I would have liked to see a Trade-In offer.",4,2024-08-08T16:16:52.000Z,
RingConn Rocks!,"Excellent product, great customer service.",5,2024-08-08T16:08:35.000Z,
The ring is very stylish and comfortable!,"The ring is very stylish and comfortable to wear and gives some great insights into my main interests of concern ie sleep, heart rate, and O2 levels.

One discrepancy I'm finding is the ring is struggling to differentiate between me sitting in my chair quietly watching television and me being asleep in my bed.

For this reason, I have stopped wearing my ring 24 hours per day to get a more accurate picture of my sleep hours.

My only other wish would be that there could also be a web-based app rather than just a phone app.

Given the average age of the user probably points towards the older end of the scale, it would simply make it easier for my generation to be able to expand their readings and drill down more into their results to get a better understanding of them.",3,2024-08-08T02:17:29.000Z,
Good fast reliable Service,Good fast reliable Service. The idea of the free size kit is gratis.,5,2024-08-07T22:13:59.000Z,
Very good customer service,Very good customer service. Respons in 24h.,5,2024-08-06T16:19:33.000Z,
Service was top notch!,"Service was top notch!! I purchased this as a gift and messed up the original order. RingConn was able to correct the order with zero issues. So appreciate good customer service 😊.
Great product too!! Wear one myself",5,2024-08-06T00:53:08.000Z,
Great Experience,"Great product, much better than the competition on the market today!",5,2024-08-05T16:30:07.000Z,
Vert Nice ring,"Well, I have to say I'm very happy with this purchase, the ring performs very well.
The autonomy is absolutely brilliant, seven days without recharging is just great!
The application is really well thought out and free compared to the competition, which is a real plus.
I had bought the ring from Circular, which I was particularly disappointed with and which didn't work, with an autonomy of 2 days max... 🙁
So with this one, I can say I'm not disappointed 😌
The recharging case that allows you to recharge the ring at least a dozen times without needing to connect to an outlet is a real plus too.
Waterproof, thin, resistant, super fast synchronization.
Really nice",5,2024-08-05T16:17:46.000Z,
Absolutely love my ring,"Absolutely love my ring. I mainly use it for sleep and it’s very detailed and I love waking up and knowing how much deep versus how much total sleep I got.
It challenges me every day to want to do better and get better sleep. I’m now addicted and cannot even sleep without it.
It’s a life changer and a sleep changer.",5,2024-08-05T15:10:00.000Z,
I like being able to see my data,"I like being able to see my data, such as sleep, heart rate and activity it a glance. I lets me alter my daily activities when and if I need to",4,2024-08-04T17:42:12.000Z,
good product,"Fast shipping, good tracking, great app. all around a very good product",5,2024-08-04T17:15:03.000Z,
Insert the Italian language,"Date of experience: June 23, 2024",4,2024-08-04T17:10:42.000Z,
I like all the information it gives me.,I like all the information it gives me.,5,2024-08-04T16:16:08.000Z,
A ring that looks great and keeps track of my health,"Thanks to the fitting set I bought beforehand, the ring I ordered fits perfectly and looks great. The accompanying app is great and gives me ample information on my health.",5,2024-08-04T16:06:06.000Z,
I received a ring but asked for something to measure my finger for the right size. I never received this but was sent a ring. The ring is way too small. I emailed you back and rece,I received a ring but asked for a measurement as the ring I got is way too small for me. I did email you back to ask for a ring size that would fit me. You sent me a size 5. I didn't get one as I was told that I didn't have the right order number for the ring. Well I still have it and would like to return it to you. I have changed my mind and would like my money back. I will send you back the ring when you give me the address to return it. Not the way to do business. Maralyn J. Wagner.,1,2024-08-03T17:50:31.000Z,
Nice,Great customer service,5,2024-08-02T16:29:53.000Z,
Dishonest business with good product and business model and shady business practices,"Makes customers pay for R&D via crowdfunding like a new, small startup despite being a well-established business with released products. Misleadingly lists paid YouTube sponsorships as ""reviews"" in their Kickstarter page. Otherwise good. No subscription.",4,2024-08-29T16:47:33.000Z,
Very Happy,I have been very happy with my Ringconn! It has given me freedom from carrying my pulse ox around everywhere and it has given me huge insight to my overall health.,5,2024-08-01T19:27:14.000Z,
Good and solid,Good and solid,5,2024-08-01T16:11:39.000Z,
Delivery was longer than expected.,"Date of experience: June 06, 2024",4,2024-07-31T09:54:37.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
During sporting activities,"During sporting activities, the pulse is not measured correctly. My heart rate belt shows a maximum heart rate of 165, the ring only shows a maximum of 110. That's a big difference. This means that the daily evaluation is incorrect.",3,2024-07-30T18:45:32.000Z,
I'm very satisfied with the Ring,"I'm very satisfied with the Ring. I enjoy the sleep, steps, stress, calories evaluation that it gives me daily. I'm glad that they added the steps exercise since it wasn't their before. I would like weights added to it as well. I know that they are working on it. I had the Fitbit and was not satisfied with it.",5,2024-07-25T18:31:47.000Z,
Love the ring,Love the ring,5,2024-07-24T16:20:38.000Z,
a great experience,"my transaction was fast and secure and received my ring quickly, and have loved every minute of owning it",5,2024-07-23T23:38:18.000Z,
Great Ring.,"Great Ring.
I see all the relevant things what I need.",5,2024-07-23T11:18:33.000Z,
"Bad data, even worse customer service.","I purchased a RingConn in the spring and was deeply disappointed in my experience. I was promised accurate data, and it could not be more off. I was up with a sick child all night and my sleep score was ""excellent"" even though I barely slept. I tried to return it the first week I got it, but RingConn never responded to my email and deleted my Instagram comments. I also ordered a ring protector from them the day it arrived and realized after 3 weeks it never even shipped.

I tried appealing it with my CC company, but was recently rejected for the ring, however received a refund (from the CC company) for the ring protector.

RingConn is serious about their return policy which shows me they know they have an inferior product that they do not stand behind. I highly recommend NOT purchasing this product and going with one of the better competitors!

I recently purchased an OuraRing instead and am loving the accurate data provided!",1,2024-07-22T18:23:15.000Z,
Great product and easy to use app,The ordering and shipping process was easy and quick considering the sizer had to be shipped first to determine the correct size. I highly recommend wearing the sizing rings for a couple of days to determine the correct size and finger the RingConn will be worn on. I think the ring works great and the app is easy to use. The only thing I would change is a visual way to determine if the ring is in the correct position.,4,2024-07-22T17:13:46.000Z,
So far I'm impressed with this ring.,"So far I'm impressed with this ring.
all the functions are great, ring size I ordered a 7 should ordered an 8 so have ordered another in an 8 & may give the 7 to my daughter when the other arrives.
Update: Received the size 8 not much difference to the size 7, so still can't wear it on the finger I want to. The measuring for the right size is very problematic you think it would be simple, apparently not... Now I have to pay $15 to get a ring sizing kit to go through the whole process again to return the 2nd one without a guarantee I'm going to get the right size.",4,2024-08-05T04:40:25.000Z,
It was nice that they gave us a free…,It was nice that they gave us a free sizing kit,5,2024-07-21T20:05:50.000Z,
Delivery on time and product perfect…,Delivery on time and product perfect till now.,5,2024-07-21T16:18:04.000Z,
Price-performance is top,"Price is really ok, the app is very good, I love it",5,2024-07-21T16:12:12.000Z,
Response was very fast and on point,Response was very fast and on point. I would recommend without reservation!,5,2024-07-21T16:06:26.000Z,
Tracking sleep is pretty accurate,Tracking sleep is pretty accurate. But others like steps n heart rate during exercise not so. Another bad thing is the ring have to be very close to your handphone to sync. Other than that it’s great overall,4,2024-07-21T02:04:51.000Z,
One month in…,"So far, the ring has done everything that I hoped for, and I am very happy with it. The app is easy to use and the ring looks good too.",5,2024-07-20T16:24:35.000Z,
Able to watch my oxygen levels during…,Able to watch my oxygen levels during sleep also body temperature.,4,2024-07-20T15:55:12.000Z,
The most is okay,"The most is okay. But we need more arts of activity modes (biking indoor, e-biking outdoor ...)",4,2024-07-18T16:17:03.000Z,
Great Product - Great customer service….I ordered the…,"Great customer service….I ordered the wrong size ring, and once I realized that, I emailed customer service to ask if my order could be changed. I received word back shortly afterward from a customer service rep who let me know that she would take care of making no the change for me.
I love the ring. It is stylish and very comfortable to wear. I like having all of the different data reports daily. The ring charges quickly and keeps the charge for days. I am happy that I made this purchase!",5,2024-07-18T15:29:24.000Z,
Excellent,Excellent ring. It works really well.,5,2024-07-18T14:07:03.000Z,
Very happy with my ring!!,From the start of my journey after choosing RingConn it has been nothing but great. From the very beginning the customer service has been great. I’ve had my ring a week and love it. It has given me what I was looking for and am very happy with my purchase!,5,2024-07-18T02:22:45.000Z,
Been wearing ring for about two weeks,Been wearing ring for about two weeks. It has been an eye opener on health status. Enjoy the accuracy of steps taken seems to be more precise than my Apple Watch that I use religiously.,5,2024-07-17T19:41:45.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Quick to respond,"Quick to respond, helpful. Felt a little scammy at first, but I think it's just because the assistance is outsourced from other countries where English isn't the first language. Helpful and relatively quick return when I ended up getting a size 6 ring instead of a sizing kit. Kind of annoying to have to pay the return fee of $15 and you go through paypal...kind of weird but it turned out okay.",5,2024-07-17T19:01:34.000Z,
I was recommended Ring(type) health from my Chiropractor,"I was recommended a Ring(type) health device from my chiropracticor. She has the Oura Ring and has consistently showed me her data and differences when we compare. I prefer the RingConn because of the value, fit, and also I appreciate the data. I think the data, user face, and the notifications can be improved. It is a tad bit cumbersome to navigate and the data while interesting isn't as informative with suggestions, ideas to progress/improve and variable options/suggestions of ""how"" to improve and why. While I fully understand this is not necessarily a health product that supplements professional advice etc. I think the RingConn does have room for improvement in this area. Particularly for those of various levels of fitness, age, and interest in health (whether light go-with-the flow or aggressively trying to improve their health). Overall, the look, fit, and battery-life etc is wonderful.

Context of the reviewer (me), I am 34 years old. Moderately active (played sports most my life, generally relatively weekly active with hikes, walks, sports, etc about 2/wk or more.

Looking forward to more future improvements, thanks for an awesome product!",4,2024-07-17T16:24:20.000Z,
Customer service was very quick to…,Customer service was very quick to answer my questions and concerns. This made me feel very good about my purchase.,5,2024-07-17T14:18:39.000Z,
So many features to this ring,So many features to this ring -- still learning though. Thrilled I'm able to get apneas from my ring to my iphone -- will be comparing my data in two weeks.,5,2024-07-17T13:44:57.000Z,
Completely satisfied,"Completely satisfied!
Good and fast support, fast delivery to germany, high-quality product including packaging.
Very satisfied after a month of use.",5,2024-07-17T08:01:51.000Z,
Returned and no refund,I returned the ring because it didn’t track what I wanted it to track. Hardly any exercises. I returned the ring and it was delivered back to Ringconn July 3rd. It’s July 16th and I still don’t have my refund.,1,2024-07-16T21:11:08.000Z,
Ring stopped charging. 14-day return policy,"Ring stopped charging and i haven't even had it a month and the return time is only 14 days. If this was such an amazing product why the short return time? That doesn't say confidence.
Also, the instructions and app are easy to understand. i never did figure out how to let it know that playing tennis is not just steps but exercise. along w/ other not-walking exercise which isn't counted.",2,2024-07-16T20:29:44.000Z,
OURA convert,I had an OURA that finally died. I didn’t want a ring with a subscription plan so I researched and chose RingConn. I’m LOVING 💖 my ring. Great customer service. Easy to read stats. Nice job.,5,2024-07-16T16:20:27.000Z,
Great customer service,"Great customer service, initially got the gold ring, but the colour was way off from the sample.
Contacted support and immediately offered a couple options to resolve.

Shipping to North America was a bit slow, so have patience.",4,2024-07-16T16:14:02.000Z,
I contacted support regarding the delay…,I contacted support regarding the delay of my order and I must say they behaved very well. Fast and always on the ball. I have been testing the RingConn for 3 days now and I am getting on well. It would be nice if they also added sleep apnoea detection to the app.,4,2024-07-16T11:20:19.000Z,
This ring is easy to set up and use,This ring is easy to set up and use. After using the Oura ring for a while I’m happy with the data available and no subscription.,5,2024-07-15T23:18:56.000Z,
Great love it for the sleeping part,Great love it for the sleeping part. I have sleep apnea and works great if I nap without CPAP telling me how low my oxygen goes.,5,2024-07-15T18:43:35.000Z,
"Ring looks/feels good, accuracy suspect","I like the look of the ring. However, the sleep monitoring does not seem to be accurate in terms of when I’m awake and not awake. The other night I laid awake for over an hour but that time was tracked as asleep.

Also, I do high intensity work out classes and it doesn’t seem to recognize those sessions other than an elevated heart rate.

The Activity choices leave a lot to be desired as well. I know they are in Beta testing so I’m hoping that will improve soon.",3,2024-07-15T14:16:24.000Z,
The ring fails to record the first…,The ring fails to record the first three hours of my sleep.,1,2024-07-14T23:36:10.000Z,
Support offered.,Support offered.,5,2024-07-14T21:01:05.000Z,
"Well fitting, comfortable smart ring","Great, well fitting , lightweight ring. Wonderful customer service.",5,2024-07-14T18:28:48.000Z,
I have mixed feelings,"I have mixed feelings - I love the ring metrics. I feel like they’re pretty accurate. It’s not noticeable to me, the charging case is super convenient, overall it’s good. But two days in, and I’ve already scratched it. Now, it’s been closer to a week and i have multiple scratches. Additionally, i ordered the ring sizing kit, and i wore several rings over the course of a couple days - i picked a size, but i feel like it slides on and off way easier than the sizer, so i would size down if you’re in between.",3,2024-07-14T17:59:36.000Z,
Wonderful customer service,Wonderful customer service,5,2024-07-14T17:58:50.000Z,
Buy it!,RingConn gives great insight for overall health. I had the Apple watch but didn’t like how you have to select or “start” your workout. Plus didn’t like being tied to my phone 24/7. RingConn brings simplicity but gives facts with no effort,5,2024-07-14T16:45:39.000Z,
I would like to have the possibility to…,"I would like to have the possibility to add manually information about weight, blood pressure, info like headache and to see on diagrams.
Then the ring should make Ecg and to cakculate the balance of fat, musclesand water on the body.",3,2024-07-14T16:24:58.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Has everything you need,Being new to the wellness tracking game I don’t have anything to compare it to however I have been really pleased with the this product and highly recommend it!,5,2024-07-14T06:41:32.000Z,
Customer service was fast to respond to…,Customer service was fast to respond to my questions and helped me with my questions to resolve my issues fast and easy. My experiences with RingConn have been great and would highly recommend purchasing their products!,5,2024-07-14T06:00:46.000Z,
The fact that I AM satisfied with the…,The fact that I AM satisfied with the product I purchased.,4,2024-07-14T00:22:52.000Z,
Easy to use and a lot of great tracking…,Easy to use and a lot of great tracking information.,5,2024-07-14T00:09:59.000Z,
Great Ring for Tracking Health,"Great ring for tracking and an easy to use app. There are some slight scratches on the underside of the ring after one month, but that’s to be expected and nothing to discourage me from repurchasing. I’ve recommended this to friends and it would also make a great gift.",5,2024-07-13T22:39:29.000Z,
Competative price & NO monthly fees,Competative price. NO monthly fees. My significant other bought the Oura ring that has monthly fees. I like my RingConn ring even better than his. My ring does everything that his does. I like the matt black. The readout on my cell phone is clear and easy to understand.,5,2024-07-13T19:30:10.000Z,
I am very pleased with my ring,I am very pleased with my ring. It is giving me valuable information. Just remember to have it sized to your pointer finger. Love it.,5,2024-07-13T19:07:46.000Z,
Great customer service,"Date of experience: June 15, 2024",5,2024-07-13T18:16:24.000Z,
Can't Go Wrong,"So much easier to wear than a fitbit, watch, etc... Great info., excellent sleep tracking, step counting is accurate, really useful graphs - all around great ring. I love the no subscription fee. Can't wait for 2nd. generation to be released. Keep doing what you're doing.",5,2024-07-13T17:38:26.000Z,
The ring is great and tells me a lot…,The ring is great and tells me a lot and much easier than a watch,5,2024-07-13T17:27:13.000Z,
Great tracking.,"Great tracking of both size guide and ring proper, all the way from Hong Kong to my front door.",5,2024-07-13T16:31:41.000Z,
I absolutely love the ring,"I absolutely love the ring. Unfortunately it went on sale for $50 USD just after I recently ordered 2 of them, which is very unfortunate from a cost perspective.",4,2024-07-13T14:38:18.000Z,
"Nice, precise, discrete","Nice, precise, discrete.
However there is room for improvement in the app.
It scratches easily.",4,2024-07-13T08:46:59.000Z,
Perfect!,First the ring sizing is not a cheap thing. It's durable allowing you to try it on several different fingers. The feedback on the app is great. Holds charge for a good amount of time. I've ordered one for another family member.,5,2024-07-13T05:39:46.000Z,
Love everything about this ring,"Love everything about this ring. Easy to set up , comfortable to wear.
Wish it had glucose readings.",5,2024-07-13T01:50:04.000Z,
"Great, but steps are off","I like this ring. Only paying a flat price is a HUGE pro. I use it for fitness and sleep tracking, in addition to my apple watch. The only cons is that it is off with my excercise minutes and steps. By a LOT. If I walk 11k steps it will think I only walked 9k. It doesn't always do this, maybe once every 2 weeks. But I think it needs better bluetooth or syncing drivers to avoid this issue in the future.",4,2024-07-12T21:30:35.000Z,
Worked for 7 months . . .,"I had the Oura before then when it died I got a RingConn. It was comparable but 7 months in it has died giving a ""PPG sensor error."" I contacted support 2 days ago and so far have not received a response.",3,2024-07-12T20:53:46.000Z,
No comments,"Date of experience: June 05, 2024",4,2024-07-12T19:22:56.000Z,
Amazing,"Comfortable to wear
Great application
No issues with delivery
Accurate readings
Overall amazing",5,2024-07-12T18:38:14.000Z,
2 weeks to receive,The sizing kit took 1 week to get and then the ring was delivered a week after ring size was completed.,4,2024-07-12T17:47:50.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Customer service worked with me,Customer service was helpful,5,2024-07-12T16:09:19.000Z,
Fast and good Delivery,Fast and good Delivery. Nice and a good customer support,5,2024-07-12T15:01:09.000Z,
All good with the purchase!,Shipping time respected and buying process is good.,5,2024-07-11T13:20:23.000Z,
I love it how it great works!!,"Date of experience: June 05, 2024",5,2024-07-11T11:23:46.000Z,
"Minor issues, overall satisfied","Overall, I think the ring is great. Getting the sizing kit was crucial and my ring got to me quickly. The app is really easy to navigate and I am impressed by the accuracy of a lot of the readings. My biggest criticism is that my ring was counting steps as I’m driving. A one hour car ride got me approximately 1400 steps so I cannot wear the ring when commuting. Otherwise, it’s great and I would recommend.",4,2024-07-10T16:47:18.000Z,
I never received the ring,"I never received the ring. Literally has been sitting in shipping waiting to be picked up by USPS for about three weeks, and nearly a month since I ordered it. When I try to contact the company, I can't get hold of anyone. I would like my money back.",1,2024-07-10T16:08:06.000Z,
It works exactly how advertised!,"Date of experience: June 10, 2024",5,2024-07-10T09:50:58.000Z,
What a good surprise!,"Very good device. Easy to manage and comfortable to wear.
With the option to receive first the ring measure kit you couldn’t miss your right size. I toke almost one week before decide which size is the right one for me. I would wear the sample during my day’s activity to be sure it doesn’t get me uncomfortable and stressed.
I’m not sure about the reliable of the steps count, but I think they will improve the software time by time.
The external surface is well finished end seems enough scratch resistant for daily normal use.
You can wear without mind in your bath activities as it’s water resistant and neutral soap safe.
What to say to close this review, the device is well done, well finished and well designed.
Well well well, thanks ringconn.
Cheers, Francesco.",4,2024-07-10T07:32:34.000Z,
Sizing process was perfect,Sizing process was perfect. Ring arrived promptly and was easy to set up.,5,2024-07-10T01:25:10.000Z,
Great non-subscription smart ring,Ring works great and tracks all metrics that I was looking for. Looks great and is solid. Battery lasts longer that anticipated. Sizer arrived promptly and was free. Ring followed not far behind after selection. Happy customer,5,2024-07-10T00:20:22.000Z,
Accurate with long battery life provides day to day consistency,"Pretty accurate. the long battery life enables me to track sleep status without taking it off to recharge. This provides a more consistent day to day tracking of vital signs and activity. It would be terrific if you could somehow provide blood pressure readings as well. All in all, very pleased with my purchase.",5,2024-07-09T21:17:52.000Z,
Excellent Choice,"Excellent customer service, fast shipping, quick charging very easy setup and accurate readings and a very attractive and comfortable ring",5,2024-07-09T21:14:00.000Z,
Need more exercise modes,I’m enjoying my ring for the most part. I am a little upset about the lack of exercises you have to choose from. And also I don’t understand why the ring can not track distance traveled when you are not in a workout mode. Very upsetting.,4,2024-07-09T19:14:14.000Z,
Good ring for large fingers,Was the only ring out there that was big enough for my finger. Performs as expected. Long battery life. Logs data I was looking for. Happy with purchase.,5,2024-07-09T19:02:48.000Z,
Excellent buy,"Excellent buy
Battery works good",5,2024-07-09T18:27:12.000Z,
Good value for money,Good value for money. Does what it is supposed to. Like the charging box! Easy to bring.,5,2024-07-09T18:25:20.000Z,
Wonderful product,"Wonderful product
Transforms self care with real data!!
Easy to use
Comfortable
As a healthcare provider and fitness fan I highly recommend this product to patients and friends!",5,2024-07-09T17:33:19.000Z,
